what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422766978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422769428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339422789995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339422794664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339422797689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339422859367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339422880395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339422890917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339422891384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1339422900998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339422905526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339422906980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339422919003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339422932520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422949369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422957737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422964240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422965806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339422969344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339422974998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339422975823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339422976135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422980607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422982467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422987539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422988708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422990719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422992747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422993792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422996578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339422999317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423001474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423002701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423010208
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423011599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423019203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339423022271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423022565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423023469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423039979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339423044598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423045052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423053570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423057772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339423078392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339423080176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423080648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423084152
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1339423086908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423129659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423151656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423167638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423169955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339423206471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339423207602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423208187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423213599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423226906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339423230104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339423230360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423231019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423244218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423298128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339423316440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423318769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339423320218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339423331686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339423333330
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1339423353814
